,category,name,price,rating,review_count
1399,Bars,Bar Louie,$$,3.0,450
1400,Burgers,Al Carbon,$$,3.5,176
1401,Fast Food,Chick-fil-A,$,4.0,69
1402,Bars,Baires Grill Brickell,$$,4.0,104
1403,Argentine,Graziano's in the Gables,$$$,4.0,217
1404,Honduran,Paseo Catracho,$,3.5,133
1405,Tacos,Pilo's Street Tacos,$,4.5,81
1406,Lounges,Blue Martini Lounge,$$,3.0,346
1407,French,La Crepe Bistro,$$,4.0,81
1408,Japanese,Dragonfly Izakaya & Fish Market,$$,4.5,452
1409,Latin American,Casa Juan Restaurant,$$,4.0,130
1410,Colombian,Mi Pueblo,$$,4.0,79
1411,Food Trucks,Tacos The Fury,$,5.0,31
1412,Mediterranean,Sawa Restaurant & Lounge,$$,4.0,324
1413,Venezuelan,Central Park Food Station,$,4.5,201
1414,Pizza,Che Tito's,$$,4.0,94
1415,Food Trucks,Che Milanesa,$,4.5,63
1416,Mediterranean,River Yacht Club,$$$,3.5,204
1417,Bars,The Bar,$$,4.0,241
1418,Latin American,Pastelmania,$,5.0,27
1419,Italian,Nunzio's Ristorante,$$,4.0,138
1420,Mediterranean,Butterfly Ball,$$,4.5,47
1421,Burgers,Pincho Factory,$$,3.5,135
1422,Diners,Wagon's West Restaurant,$$,3.5,180
1423,Pizza,Holy Bagels & Pizzeria,$$,4.5,45
1424,Bakeries,The Middle East Best Food,$,4.0,64
1425,Seafood,MesaMar Seafood Table,$$$,4.5,110
1426,Ice Cream & Frozen Yogurt,SubZero Nitrogen Ice Cream,$,4.0,98
1427,Peruvian,La Granja,$$,3.5,203
1428,Burgers,Shula Burger,$$,3.5,176
1429,Latin American,Milly's Restaurant & Cafe,$$,4.0,87
1430,Honduran,Coco Baleadas,$,4.0,88
1431,Fondue,The Melting Pot - Miami,$$$,3.5,162
1432,Bars,Bar Louie,$$,3.0,450
1433,Mexican,Ernesto's Taco Shop,$,3.5,177
1434,Chinese,Chef Chen,$$,4.0,112
1435,Seafood,Captain's Tavern Restaurant,$$,3.0,222
1436,Italian,Pauloluigi To Go,$,3.5,117
1437,Latin American,Bamboo Restaurant,$$,4.0,62
1438,Thai,Atchana's Homegrown Thai,$$,4.0,87
1439,Bars,Zest,$$,4.0,105
1440,Latin American,My Ceviche,$$,4.0,171
1441,Colombian,Rincón Antioqueño Restaurant,$$,4.0,51
1442,Pizza,Pizza Pazza,$$,3.5,193
1443,Steakhouses,Nusr-Et,$$$$,3.0,240
1444,Argentine,Rincon Porteño,$$,4.5,47
1445,Delis,Mainzer's German Deli,$,4.5,35
1446,Brazilian,Texas de Brazil,$$$,4.0,65
1447,Mexican,Chipotle Mexican Grill,$,3.5,197
1448,Spanish,Asador 5 Jotas,$$,4.0,76
1449,Pizza,Empire Lounge & Pizzeria,$$,3.5,83
1450,Mediterranean,Butterfly Ball,$$,4.5,47
1451,Burgers,Pincho Factory,$$,3.5,135
1452,Diners,Wagon's West Restaurant,$$,3.5,180
1453,Pizza,Holy Bagels & Pizzeria,$$,4.5,45
1454,Bakeries,The Middle East Best Food,$,4.0,64
1455,Seafood,MesaMar Seafood Table,$$$,4.5,110
1456,Ice Cream & Frozen Yogurt,SubZero Nitrogen Ice Cream,$,4.0,98
1457,Peruvian,La Granja,$$,3.5,203
1458,Burgers,Shula Burger,$$,3.5,176
1459,Latin American,Milly's Restaurant & Cafe,$$,4.0,87
1460,Honduran,Coco Baleadas,$,4.0,88
1461,Fondue,The Melting Pot - Miami,$$$,3.5,162
1462,Bars,Bar Louie,$$,3.0,450
1463,Mexican,Ernesto's Taco Shop,$,3.5,177
1464,Chinese,Chef Chen,$$,4.0,112
1465,Seafood,Captain's Tavern Restaurant,$$,3.0,222
1466,Italian,Pauloluigi To Go,$,3.5,117
1467,Latin American,Bamboo Restaurant,$$,4.0,62
1468,Thai,Atchana's Homegrown Thai,$$,4.0,87
1469,Bars,Zest,$$,4.0,105
1470,Latin American,My Ceviche,$$,4.0,171
1471,Colombian,Rincón Antioqueño Restaurant,$$,4.0,51
1472,Pizza,Pizza Pazza,$$,3.5,193
1473,Steakhouses,Nusr-Et,$$$$,3.0,240
1474,Argentine,Rincon Porteño,$$,4.5,47
1475,Delis,Mainzer's German Deli,$,4.5,35
1476,Brazilian,Texas de Brazil,$$$,4.0,65
1477,Mexican,Chipotle Mexican Grill,$,3.5,197
1478,Spanish,Asador 5 Jotas,$$,4.0,76
1479,Pizza,Empire Lounge & Pizzeria,$$,3.5,83
1480,Sushi Bars,Ikura Sushi Lounge,$$,4.0,239
1481,Japanese,Sushin Japanese Restaurant,$$,4.0,99
1482,Italian,D'Oro Caffe & Market,$$,4.0,69
1483,Chinese,P.F. Chang's,$$,3.5,191
1484,Spanish,Rincon Espanol,$$,4.0,60
1485,Soul Food,Jackson Soul Food,$$,3.5,130
1486,Seafood,My Ceviche,$$,4.0,98
1487,Spanish,Las Tapas de Rosa,$$,4.5,64
1488,Tapas/Small Plates,Wine Vault,$$,4.0,104
1489,Sports Bars,Sports Grill - Kendall,$$,3.5,133
1490,Latin American,El Rinconcito Latino,$,3.5,100
1491,Cuban,Villa Havana Cafe,$,4.5,53
1492,Pizza,Mister O1 - Wynwood,$$,4.5,50
1493,"Beer, Wine & Spirits",Airport Cafe & Liquors,$,4.5,168
1494,Cajun/Creole,Manger Creole,$,4.5,46
1495,French,La Petite Maison,$$$$,4.0,78
1496,Seafood,Flanigan's Seafood Bar & Grill,$$,4.0,355
1497,Greek,Gyroville,$,4.5,362
1498,Italian,Villagio,$$,3.5,146
1499,Falafel,Amsterdam Falafelshop,$,5.0,86
1500,Delis,Mainzer's German Deli,$,4.5,35
1501,Argentine,Rincon Porteño,$$,4.5,47
1502,Bars,Zest,$$,4.0,105
1503,Latin American,Bamboo Restaurant,$$,4.0,62
1504,Thai,Atchana's Homegrown Thai,$$,4.0,87
1505,Colombian,Rincón Antioqueño Restaurant,$$,4.0,51
1506,Steakhouses,Nusr-Et,$$$$,3.0,240
1507,Japanese,Sushin Japanese Restaurant,$$,4.0,99
1508,Brazilian,Texas de Brazil,$$$,4.0,65
1509,Mexican,Chipotle Mexican Grill,$,3.5,197
1510,Italian,D'Oro Caffe & Market,$$,4.0,69
1511,Pizza,Empire Lounge & Pizzeria,$$,3.5,83
1512,Spanish,Asador 5 Jotas,$$,4.0,76
1513,Seafood,My Ceviche,$$,4.0,98
1514,Chinese,P.F. Chang's,$$,3.5,191
1515,Tapas/Small Plates,Wine Vault,$$,4.0,104
1516,"Beer, Wine & Spirits",Airport Cafe & Liquors,$,4.5,168
1517,Seafood,Flanigan's Seafood Bar & Grill,$$,4.0,355
1518,Spanish,Rincon Espanol,$$,4.0,60
1519,Falafel,Amsterdam Falafelshop,$,5.0,86
1520,Greek,Gyroville,$,4.5,362
1521,Soul Food,Jackson Soul Food,$$,3.5,130
1522,Spanish,Las Tapas de Rosa,$$,4.5,64
1523,Sports Bars,Sports Grill - Kendall,$$,3.5,133
1524,Pizza,Mister O1 - Wynwood,$$,4.5,50
1525,Latin American,El Rinconcito Latino,$,3.5,100
1526,Coffee & Tea,Crema Gourmet Espresso Bar,$$,4.0,167
1527,Cuban,Villa Havana Cafe,$,4.5,53
1528,Ramen,Gaijin Izakaya by Cake,$$,3.5,130
1529,Japanese,Moon Thai & Japanese - Coral Gables,$$,3.5,346
1530,Cajun/Creole,Manger Creole,$,4.5,46
1531,French,La Petite Maison,$$$$,4.0,78
1532,Cuban,Casavana Cuban Cuisine,$$,3.5,189
1533,Italian,Villagio,$$,3.5,146
1534,American (New),Shake Shack,$$,3.5,413
1535,New Mexican Cuisine,Tako Krew,$,4.5,38
1536,Salad,Giardino Gourmet Salads,$$,4.0,62
1537,Argentine,Mi Buenos Aires Querido Restaurant Parrilla,$$,4.5,36
1538,Latin American,La Fogata Kendall,$$,3.5,140
1539,Pizza,Pina's Pizza,$,4.5,62
1540,Mediterranean,LOUI,$$,4.5,106
1541,Pizza,Paulie Gee's Miami,$$,3.5,170
1542,Italian,Zucca,$$$,4.0,106
1543,Sushi Bars,Obba Sushi,$$,3.5,158
1544,Food Trucks,Mr PB&J,$,4.5,37
1545,American (New),Cooper's Hawk Winery & Restaurants,$$,4.0,334
1546,Juice Bars & Smoothies,GreenLife Organic Bistro,$$,4.0,82
1547,Steakhouses,Hereford Grill,$$$,4.0,73
1548,Food Trucks,El Rincon del Coqui - Food Truck,$,4.5,38
1549,Sushi Bars,Sushi Chef,$$,4.0,206
1550,Latin American,El Rinconcito Latino,$,3.5,100
1551,Cuban,Villa Havana Cafe,$,4.5,53
1552,Pizza,Mister O1 - Wynwood,$$,4.5,50
1553,"Beer, Wine & Spirits",Airport Cafe & Liquors,$,4.5,168
1554,Cajun/Creole,Manger Creole,$,4.5,46
1555,French,La Petite Maison,$$$$,4.0,78
1556,Seafood,Flanigan's Seafood Bar & Grill,$$,4.0,355
1557,Greek,Gyroville,$,4.5,362
1558,Italian,Villagio,$$,3.5,146
1559,Falafel,Amsterdam Falafelshop,$,5.0,86
1560,New Mexican Cuisine,Tako Krew,$,4.5,38
1561,Salad,Giardino Gourmet Salads,$$,4.0,62
1562,Argentine,Mi Buenos Aires Querido Restaurant Parrilla,$$,4.5,36
1563,Ramen,Gaijin Izakaya by Cake,$$,3.5,130
1564,Cuban,Casavana Cuban Cuisine,$$,3.5,189
1565,Coffee & Tea,Crema Gourmet Espresso Bar,$$,4.0,167
1566,Sushi Bars,Obba Sushi,$$,3.5,158
1567,Latin American,La Fogata Kendall,$$,3.5,140
1568,Juice Bars & Smoothies,GreenLife Organic Bistro,$$,4.0,82
1569,Steakhouses,Hereford Grill,$$$,4.0,73
1570,Japanese,Moon Thai & Japanese - Coral Gables,$$,3.5,346
1571,Pizza,Pina's Pizza,$,4.5,62
1572,Food Trucks,El Rincon del Coqui - Food Truck,$,4.5,38
1573,Pizza,Paulie Gee's Miami,$$,3.5,170
1574,American (New),Shake Shack,$$,3.5,413
1575,Chinese,Pekin Chinese Restaurant,$,3.5,123
1576,American (New),15th & Vine Kitchen and Bar,$$,3.5,146
1577,Food Trucks,Mr PB&J,$,4.5,37
1578,Tapas/Small Plates,ALMA,$$$,5.0,26
1579,Latin American,Cerro Negro,$$,4.0,85
1580,French,Cane A Sucre,$$,4.0,68
1581,Sushi Bars,Sake Room Sushi Lounge,$$,3.0,205
1582,Cuban,La Carreta Restaurant,$$,3.0,167
1583,Mediterranean,LOUI,$$,4.5,106
1584,Italian,Zucca,$$$,4.0,106
1585,American (New),Cooper's Hawk Winery & Restaurants,$$,4.0,334
1586,Portuguese,Oporto Cafe,$$,4.5,33
1587,Italian,La Bottega On the Bay,$$,4.0,90
1588,Sushi Bars,Sushi Chef,$$,4.0,206
1589,Sandwiches,Jersey Mike's Subs,$,4.0,58
1590,Latin American,La Fogata,$$,4.0,66
1591,Latin American,El Palacio De Los Jugos,$,4.0,96
1592,Sandwiches,Hungry Bear Sub Shop,$,4.5,56
1593,Breakfast & Brunch,Sergio's Restaurant,$$,3.0,220
1594,Brazilian,Giraffas Brazilian Grill - Midtown,$$,3.5,165
1595,Food Trucks,Taqueria Los Chilangos,$,4.5,27
1596,Tex-Mex,Taco Rico Tex-Mex Cafe,$,4.0,95
1597,Asian Fusion,Pei Wei,$$,3.5,143
1598,Bakeries,Flavorish Bakery,$$,4.5,67
1599,Lounges,ROOFTOP AT E11EVEN,$$$,3.5,153
1600,Japanese,Moon Thai & Japanese - Coral Gables,$$,3.5,346
1601,Pizza,Pina's Pizza,$,4.5,62
1602,Food Trucks,El Rincon del Coqui - Food Truck,$,4.5,38
1603,Pizza,Paulie Gee's Miami,$$,3.5,170
1604,American (New),Shake Shack,$$,3.5,413
1605,Chinese,Pekin Chinese Restaurant,$,3.5,123
1606,American (New),15th & Vine Kitchen and Bar,$$,3.5,146
1607,Food Trucks,Mr PB&J,$,4.5,37
1608,Tapas/Small Plates,ALMA,$$$,5.0,26
1609,Latin American,Cerro Negro,$$,4.0,85
1610,French,Cane A Sucre,$$,4.0,68
1611,Sushi Bars,Sake Room Sushi Lounge,$$,3.0,205
1612,Cuban,La Carreta Restaurant,$$,3.0,167
1613,Mediterranean,LOUI,$$,4.5,106
1614,Italian,Zucca,$$$,4.0,106
1615,American (New),Cooper's Hawk Winery & Restaurants,$$,4.0,334
1616,Portuguese,Oporto Cafe,$$,4.5,33
1617,Italian,La Bottega On the Bay,$$,4.0,90
1618,Sushi Bars,Sushi Chef,$$,4.0,206
1619,Sandwiches,Jersey Mike's Subs,$,4.0,58
1620,Latin American,La Fogata,$$,4.0,66
1621,Latin American,El Palacio De Los Jugos,$,4.0,96
1622,Sandwiches,Hungry Bear Sub Shop,$,4.5,56
1623,Breakfast & Brunch,Sergio's Restaurant,$$,3.0,220
1624,Brazilian,Giraffas Brazilian Grill - Midtown,$$,3.5,165
1625,Food Trucks,Taqueria Los Chilangos,$,4.5,27
1626,Tex-Mex,Taco Rico Tex-Mex Cafe,$,4.0,95
1627,Asian Fusion,Pei Wei,$$,3.5,143
1628,Bakeries,Flavorish Bakery,$$,4.5,67
1629,Lounges,ROOFTOP AT E11EVEN,$$$,3.5,153
1630,German,Fritz & Franz Bierhaus,$$,3.5,219
1631,Salad,Giardino Gourmet Salads,$,4.0,128
1632,Sports Bars,Hole In the Wall,$$,3.5,90
1633,Italian,WYNWoodOven,$$,4.5,35
1634,Sushi Bars,Sushi Sake,$$,3.0,226
1635,Poke,Apoke,$$,4.5,103
1636,Pizza,Leo's Pizza,$,4.0,76
1637,Seafood,Flanigan's Seafood Bar & Grill,$$,3.5,99
1638,Chinese,3 Chef's,$$,3.0,231
1639,Pizza,Artesanos,$$,4.0,45
1640,Latin American,La Carreta,$$,3.5,162
1641,Sandwiches,Sarussi Cafeteria,$,3.5,90
1642,Latin American,Natural Chicken Grill,$,4.0,127
1643,Burgers,Five Guys,$,3.5,122
1644,Juice Bars & Smoothies,Gables Juice Bar & Muscle Pizza,$,4.5,78
1645,Burgers,Latin Burger and Taco,$,3.5,102
1646,Pizza,'O Munaciello,$$,4.5,60
1647,Tacos,Firito Taco,$,4.0,106
1648,Seafood,Salmon & Salmon Restaurant,$$,3.5,108
1649,Latin American,Sabores Cafe,$$,4.5,31
1650,Latin American,La Fogata,$$,4.0,66
1651,Latin American,El Palacio De Los Jugos,$,4.0,96
1652,Sandwiches,Hungry Bear Sub Shop,$,4.5,56
1653,Breakfast & Brunch,Sergio's Restaurant,$$,3.0,220
1654,Brazilian,Giraffas Brazilian Grill - Midtown,$$,3.5,165
1655,Food Trucks,Taqueria Los Chilangos,$,4.5,27
1656,Tex-Mex,Taco Rico Tex-Mex Cafe,$,4.0,95
1657,Asian Fusion,Pei Wei,$$,3.5,143
1658,Bakeries,Flavorish Bakery,$$,4.5,67
1659,Lounges,ROOFTOP AT E11EVEN,$$$,3.5,153
1660,German,Fritz & Franz Bierhaus,$$,3.5,219
1661,Salad,Giardino Gourmet Salads,$,4.0,128
1662,Sports Bars,Hole In the Wall,$$,3.5,90
1663,Italian,WYNWoodOven,$$,4.5,35
1664,Sushi Bars,Sushi Sake,$$,3.0,226
1665,Poke,Apoke,$$,4.5,103
1666,Pizza,Leo's Pizza,$,4.0,76
1667,Seafood,Flanigan's Seafood Bar & Grill,$$,3.5,99
1668,Chinese,3 Chef's,$$,3.0,231
1669,Pizza,Artesanos,$$,4.0,45
1670,Latin American,La Carreta,$$,3.5,162
1671,Sandwiches,Sarussi Cafeteria,$,3.5,90
1672,Latin American,Natural Chicken Grill,$,4.0,127
1673,Burgers,Five Guys,$,3.5,122
1674,Juice Bars & Smoothies,Gables Juice Bar & Muscle Pizza,$,4.5,78
1675,Burgers,Latin Burger and Taco,$,3.5,102
1676,Pizza,'O Munaciello,$$,4.5,60
1677,Tacos,Firito Taco,$,4.0,106
1678,Seafood,Salmon & Salmon Restaurant,$$,3.5,108
1679,Latin American,Sabores Cafe,$$,4.5,31
1680,Salad,Sette Cafe,$$,4.0,67
1681,American (Traditional),Lemon Peppers,$,4.5,47
1682,Cuban,Palomilla Grill,$$,4.0,82
1683,American (New),Three,$$$,4.5,46
1684,Cafes,Rail 71 Cafe,$$,4.5,45
1685,French,Pascal's on Ponce,$$$$,4.0,142
1686,Argentine,CLOS Bistro & Cafe,$,4.0,51
1687,Seafood,Bubba Gump Shrimp,$$,3.0,293
1688,Wine Bars,Winewood,$$,4.0,77
1689,Latin American,El Porton de la Flaca,$$,4.5,30
1690,Pizza,L'Incontro,$$,4.0,82
1691,Japanese,iSushi,$$,3.5,115
1692,Dance Clubs,Club Tipico Dominicano,$$,4.0,71
1693,Pizza,Siamo,$$,4.5,217
1694,Venezuelan,Budare Bistro,$$,3.5,142
1695,Latin American,Bocas Grill Kendall,$$,4.0,213
1696,Juice Bars & Smoothies,Choices Cafe - Coconut Grove,$$,3.5,124
1697,Spanish,Delicias de Espana 2,$$,4.5,38
1698,Japanese,Hibachi Grill & Noodle Bar,$$,3.5,154
1699,Burgers,Pincho Factory,$,4.0,55
1700,Latin American,La Carreta,$$,3.5,162
1701,Burgers,Five Guys,$,3.5,122
1702,Latin American,Natural Chicken Grill,$,4.0,127
1703,Pizza,Artesanos,$$,4.0,45
1704,Pizza,'O Munaciello,$$,4.5,60
1705,French,Pascal's on Ponce,$$$$,4.0,142
1706,Tacos,Firito Taco,$,4.0,106
1707,Sandwiches,Sarussi Cafeteria,$,3.5,90
1708,Burgers,Latin Burger and Taco,$,3.5,102
1709,Cafes,Rail 71 Cafe,$$,4.5,45
1710,Seafood,Salmon & Salmon Restaurant,$$,3.5,108
1711,American (New),Three,$$$,4.5,46
1712,Latin American,Sabores Cafe,$$,4.5,31
1713,Salad,Sette Cafe,$$,4.0,67
1714,Pizza,Siamo,$$,4.5,217
1715,Wine Bars,Winewood,$$,4.0,77
1716,American (Traditional),Lemon Peppers,$,4.5,47
1717,Cuban,Palomilla Grill,$$,4.0,82
1718,Argentine,CLOS Bistro & Cafe,$,4.0,51
1719,Seafood,Bubba Gump Shrimp,$$,3.0,293
1720,Pizza,L'Incontro,$$,4.0,82
1721,Japanese,iSushi,$$,3.5,115
1722,Chinese,No Name Chinese,$$,4.5,138
1723,Latin American,Bocas Grill Kendall,$$,4.0,213
1724,Latin American,El Porton de la Flaca,$$,4.5,30
1725,Peruvian,Aromas Del Peru - Coral Gables,$$,3.5,213
1726,Dance Clubs,Club Tipico Dominicano,$$,4.0,71
1727,Venezuelan,Budare Bistro,$$,3.5,142
1728,Indian,Taste Buds of India,$$,4.0,232
1729,Japanese,Hibachi Grill & Noodle Bar,$$,3.5,154
1730,Juice Bars & Smoothies,Choices Cafe - Coconut Grove,$$,3.5,124
1731,Spanish,Delicias de Espana 2,$$,4.5,38
1732,Burgers,Pincho Factory,$,4.0,55
1733,Poke,Crazy Poke,$$,4.5,40
1734,Coffee & Tea,8 1/2 Caffe & Bottega,$$,4.5,54
1735,Vegetarian,Harvest Moon Gourmet Bistro,$,4.0,218
1736,Cuban,Latin American Bakery & Cafe,$,4.0,70
1737,Mexican,Cantina Grill,$,4.0,77
1738,Italian,IL Bambino Cucina Italiana,$$,3.5,103
1739,Asian Fusion,Chifa Du Kang Chinese Peruvian Restaurant,$$,3.5,74
1740,Pizza,Manhattan Chicago Pizza Kendall,$$,3.5,169
1741,Peruvian,Para Dos,$$,3.5,213
1742,Japanese,Shibui,$$,4.0,338
1743,Fast Food,MAO Colombian Fast Food,$,3.5,98
1744,Cuban,El Pub,$,3.0,171
1745,Sushi Bars,Sushi Maki,$$,3.0,232
1746,Burgers,Jr's Gourmet Burgers,$,4.0,256
1747,American (New),Moe'z Express,$$,3.5,94
1748,American (New),Bru's Room Sports Grill,$$,3.5,147
1749,Italian,Trattoria Luna,$$,4.0,74
1750,Pizza,L'Incontro,$$,4.0,82
1751,Japanese,iSushi,$$,3.5,115
1752,Chinese,No Name Chinese,$$,4.5,138
1753,Latin American,Bocas Grill Kendall,$$,4.0,213
1754,Latin American,El Porton de la Flaca,$$,4.5,30
1755,Peruvian,Aromas Del Peru - Coral Gables,$$,3.5,213
1756,Dance Clubs,Club Tipico Dominicano,$$,4.0,71
1757,Venezuelan,Budare Bistro,$$,3.5,142
1758,Indian,Taste Buds of India,$$,4.0,232
1759,Japanese,Hibachi Grill & Noodle Bar,$$,3.5,154
1760,Juice Bars & Smoothies,Choices Cafe - Coconut Grove,$$,3.5,124
1761,Spanish,Delicias de Espana 2,$$,4.5,38
1762,Burgers,Pincho Factory,$,4.0,55
1763,Poke,Crazy Poke,$$,4.5,40
1764,Coffee & Tea,8 1/2 Caffe & Bottega,$$,4.5,54
1765,Vegetarian,Harvest Moon Gourmet Bistro,$,4.0,218
1766,Cuban,Latin American Bakery & Cafe,$,4.0,70
1767,Mexican,Cantina Grill,$,4.0,77
1768,Italian,IL Bambino Cucina Italiana,$$,3.5,103
1769,Asian Fusion,Chifa Du Kang Chinese Peruvian Restaurant,$$,3.5,74
1770,Pizza,Manhattan Chicago Pizza Kendall,$$,3.5,169
1771,Peruvian,Para Dos,$$,3.5,213
1772,Japanese,Shibui,$$,4.0,338
1773,Fast Food,MAO Colombian Fast Food,$,3.5,98
1774,Cuban,El Pub,$,3.0,171
1775,Sushi Bars,Sushi Maki,$$,3.0,232
1776,Burgers,Jr's Gourmet Burgers,$,4.0,256
1777,American (New),Moe'z Express,$$,3.5,94
1778,American (New),Bru's Room Sports Grill,$$,3.5,147
1779,Italian,Trattoria Luna,$$,4.0,74
1780,French,C Si Bon,$$,5.0,23
1781,Gastropubs,Pisco Y Nazca,$$,4.0,313
1782,Cuban,La Carreta,$$,3.0,178
1783,Cuban,El Rinconcito Latino,$,3.5,100
1784,Delis,Gusto Fino Café,$$,4.5,55
1785,Italian,Casa Tua Cucina,$$$,4.0,83
1786,Sushi Bars,Sokai Sushi Bar,$$,3.5,98
1787,Chinese,DaTangZhenWei,$$$,3.5,84
1788,French,Café Pastis,$$,4.5,147
1789,Mexican,Tacocraft Taqueria & Tequila Bar,$$,3.5,419
1790,Spanish,La Taberna Giralda,$$,4.0,110
1791,Pizza,East Side Pizza,$,3.5,154
1792,Cuban,Estefan Kitchen,$$,3.5,200
1793,Diners,Moonlite Diner,$,3.5,180
1794,Pizza,Groovy's Pizza & Grill,$$,3.5,120
1795,Ice Cream & Frozen Yogurt,YUZU Frozen Yogurt and Crêpes,$,3.5,104
1796,Pizza,Gaetano's Pizzeria,$,4.0,60
1797,Peruvian,Ceviches by Divino,$$,5.0,98
1798,Mexican,La Lupita,$$,3.5,167
1799,Peruvian,El Tambo Grill,$$,3.0,145
1800,Cuban,El Pub,$,3.0,171
1801,Cuban,Latin American Bakery & Cafe,$,4.0,70
1802,Sushi Bars,Sushi Maki,$$,3.0,232
1803,Vegetarian,Harvest Moon Gourmet Bistro,$,4.0,218
1804,American (New),Moe'z Express,$$,3.5,94
1805,American (New),Bru's Room Sports Grill,$$,3.5,147
1806,Italian,Trattoria Luna,$$,4.0,74
1807,Cuban,El Rinconcito Latino,$,3.5,100
1808,Cuban,La Carreta,$$,3.0,178
1809,Italian,Casa Tua Cucina,$$$,4.0,83
1810,Sushi Bars,Sokai Sushi Bar,$$,3.5,98
1811,Chinese,DaTangZhenWei,$$$,3.5,84
1812,Japanese,Shibui,$$,4.0,338
1813,Pizza,Groovy's Pizza & Grill,$$,3.5,120
1814,Ice Cream & Frozen Yogurt,YUZU Frozen Yogurt and Crêpes,$,3.5,104
1815,French,C Si Bon,$$,5.0,23
1816,Peruvian,Para Dos,$$,3.5,213
1817,Pizza,Gaetano's Pizzeria,$,4.0,60
1818,Mexican,La Lupita,$$,3.5,167
1819,Burgers,Jr's Gourmet Burgers,$,4.0,256
1820,Pizza,East Side Pizza,$,3.5,154
1821,Latin American,Caribe Cafe Restaurant,$,4.0,70
1822,Gastropubs,Pisco Y Nazca,$$,4.0,313
1823,Cuban,Estefan Kitchen,$$,3.5,200
1824,Diners,Moonlite Diner,$,3.5,180
1825,American (New),American Harvest Co,$$,3.5,88
1826,Latin American,El Tucán,$$$$,3.5,159
1827,Mexican,Chevys Fresh Mex,$$,3.0,180
1828,Peruvian,El Tambo Grill,$$,3.0,145
1829,Delis,Gusto Fino Café,$$,4.5,55
1830,Latin American,Guayacan Restaurant,$$,4.0,41
1831,Bakeries,Moulin Rose Cake & Bakery Shop,$,4.0,69
1832,French,Café Pastis,$$,4.5,147
1833,Mexican,Tacocraft Taqueria & Tequila Bar,$$,3.5,419
1834,Spanish,La Taberna Giralda,$$,4.0,110
1835,Italian,Ocio,$$,4.5,40
1836,Cuban,Sergio's Restaurant,$$,3.5,221
1837,Peruvian,Ceviches by Divino,$$,5.0,98
1838,Cuban,Sergio's Restaurant,$$,3.0,191
1839,Tex-Mex,Xochimex Cantina Grill,$,4.0,62
1840,American (Traditional),Cadillac Ranch,$$,3.0,285
1841,Pizza,Power Pizzeria,$,3.5,87
1842,Argentine,La Estancia Argentina,$$,4.0,39
1843,Cuban,Mojitos Calle 8,$$,2.5,248
1844,American (New),Atrio Restaurant & Wine Room,$$$,3.5,129
1845,"Beer, Wine & Spirits",Graziano's Mercado - Coral Gables,$$,3.5,177
1846,Coffee & Tea,Icebox Cafe,$$,3.5,95
1847,American (Traditional),Tradewinds Waterfront Bar and Grill,$$,3.0,192
1848,Italian,Mozzarella Italian Restaurant,$$,3.5,83
1849,Beer Bar,Bululu Miami,$$,4.0,47
1850,Spanish,La Taberna Giralda,$$,4.0,110
1851,Pizza,East Side Pizza,$,3.5,154
1852,Cuban,Estefan Kitchen,$$,3.5,200
1853,Diners,Moonlite Diner,$,3.5,180
1854,Pizza,Groovy's Pizza & Grill,$$,3.5,120
1855,Ice Cream & Frozen Yogurt,YUZU Frozen Yogurt and Crêpes,$,3.5,104
1856,Pizza,Gaetano's Pizzeria,$,4.0,60
1857,Peruvian,Ceviches by Divino,$$,5.0,98
1858,Mexican,La Lupita,$$,3.5,167
1859,Peruvian,El Tambo Grill,$$,3.0,145
1860,Latin American,Caribe Cafe Restaurant,$,4.0,70
1861,"Beer, Wine & Spirits",Graziano's Mercado - Coral Gables,$$,3.5,177
1862,American (New),American Harvest Co,$$,3.5,88
1863,Latin American,El Tucán,$$$$,3.5,159
1864,Mexican,Chevys Fresh Mex,$$,3.0,180
1865,Cuban,Sergio's Restaurant,$$,3.5,221
1866,Latin American,Guayacan Restaurant,$$,4.0,41
1867,American (Traditional),Cadillac Ranch,$$,3.0,285
1868,Bakeries,Moulin Rose Cake & Bakery Shop,$,4.0,69
1869,Sushi Bars,Sushi KONG Miami,$$,4.0,175
1870,Italian,Ocio,$$,4.5,40
1871,Cuban,Sergio's Restaurant,$$,3.0,191
1872,Tex-Mex,Xochimex Cantina Grill,$,4.0,62
1873,Pizza,Power Pizzeria,$,3.5,87
1874,Argentine,La Estancia Argentina,$$,4.0,39
1875,American (Traditional),Tradewinds Waterfront Bar and Grill,$$,3.0,192
1876,Cuban,Mojitos Calle 8,$$,2.5,248
1877,Vegan,Courtney's Cookies,$$,5.0,23
1878,American (New),Atrio Restaurant & Wine Room,$$$,3.5,129
1879,Pizza,La Piazzetta,$$,5.0,34
1880,Coffee & Tea,Icebox Cafe,$$,3.5,95
1881,Italian,Mozzarella Italian Restaurant,$$,3.5,83
1882,Beer Bar,Bululu Miami,$$,4.0,47
1883,Middle Eastern,Baklava Factory,$$,3.5,120
1884,Peruvian,La Brasa,$,4.0,55
1885,Cafes,Juan Valdez Cafe,$,3.5,79
1886,American (New),House Kitchen & Bar,$$,4.0,131
1887,Seafood,Cayo Esquivel,$$,3.5,89
1888,Cuban,Latin Cafe 2000,$$,3.0,274
1889,Peruvian,Machupicchu Restaurant,$$,3.5,85
1890,Sushi Bars,Kamiko Sushi Bar,$$,4.0,184
