,category,name,price,rating,review_count
1891,Greek,Kiki On The River,$$$,3.0,196
1892,Italian,Bugatti Restaurant,$$,4.0,118
1893,Pizza,Caffe Italia,$$,4.0,137
1894,Japanese,Kuenko,$$,4.0,61
1895,Cuban,Sansara,$$,5.0,16
1896,Chinese,Tony Chan's Water Club,$$,3.0,166
1897,Steakhouses,Los Ranchos Steakhouse,$$,3.0,175
1898,Vietnamese,Miss Saigon Bistro,$$,4.0,344
1899,Gastropubs,Pisco Y Nazca,$$,4.0,650
1900,Italian,Ocio,$$,4.5,40
1901,Cuban,Sergio's Restaurant,$$,3.0,191
1902,Tex-Mex,Xochimex Cantina Grill,$,4.0,62
1903,Pizza,Power Pizzeria,$,3.5,87
1904,Argentine,La Estancia Argentina,$$,4.0,39
1905,American (Traditional),Tradewinds Waterfront Bar and Grill,$$,3.0,192
1906,Cuban,Mojitos Calle 8,$$,2.5,248
1907,Vegan,Courtney's Cookies,$$,5.0,23
1908,American (New),Atrio Restaurant & Wine Room,$$$,3.5,129
1909,Pizza,La Piazzetta,$$,5.0,34
1910,Coffee & Tea,Icebox Cafe,$$,3.5,95
1911,Italian,Mozzarella Italian Restaurant,$$,3.5,83
1912,Beer Bar,Bululu Miami,$$,4.0,47
1913,Middle Eastern,Baklava Factory,$$,3.5,120
1914,Peruvian,La Brasa,$,4.0,55
1915,Cafes,Juan Valdez Cafe,$,3.5,79
1916,American (New),House Kitchen & Bar,$$,4.0,131
1917,Seafood,Cayo Esquivel,$$,3.5,89
1918,Cuban,Latin Cafe 2000,$$,3.0,274
1919,Peruvian,Machupicchu Restaurant,$$,3.5,85
1920,Sushi Bars,Kamiko Sushi Bar,$$,4.0,184
1921,Greek,Kiki On The River,$$$,3.0,196
1922,Italian,Bugatti Restaurant,$$,4.0,118
1923,Pizza,Caffe Italia,$$,4.0,137
1924,Japanese,Kuenko,$$,4.0,61
1925,Cuban,Sansara,$$,5.0,16
1926,Chinese,Tony Chan's Water Club,$$,3.0,166
1927,Steakhouses,Los Ranchos Steakhouse,$$,3.0,175
1928,Vietnamese,Miss Saigon Bistro,$$,4.0,344
1929,Gastropubs,Pisco Y Nazca,$$,4.0,650
1930,Hot Dogs,D-Dog House,$$,3.5,146
1931,Noodles,East Thai and Noodle House,$$,4.0,58
1932,Ramen,Lan Ramen-Ya,$$,4.5,51
1933,Italian,Villagio,$$,3.5,242
1934,Steakhouses,Morton's The Steakhouse,$$$,3.5,123
1935,Butcher,Graziano's Mercado - Bird Rd,$$,4.0,49
1936,Modern European,The Lunchbox,$$,4.0,63
1937,Pizza,Pieducks,$$,3.0,165
1938,Delis,Toasted Bagelry & Deli,$$,4.0,73
1939,Salad,OTL,$$,3.5,84
1940,Ramen,Ohho Noodles Market,$$,4.0,178
1941,Sushi Bars,Akashi Japanese Restaurant,$$,3.5,123
1942,Peruvian,Totoritas Restaurant,$$,4.0,68
1943,Chinese,Jardines de Confucio,$$,4.0,49
1944,Soul Food,MLK Restaurant,$,4.5,32
1945,Mediterranean,Rice Mediterranean Kitchen,$$,4.5,64
1946,Japanese,Akashi on Brickell - Hannya,$$,3.5,155
1947,Mediterranean,Pine Mediterranean Cuisine,$$,4.5,45
1948,Japanese,Sakura Gables Japanese Restaurant,$$,4.0,144
1949,Italian,Primo's Italian Kitchen & Bar,$$,3.5,110
1950,American (New),House Kitchen & Bar,$$,4.0,131
1951,Cuban,Sansara,$$,5.0,16
1952,Japanese,Kuenko,$$,4.0,61
1953,Sushi Bars,Kamiko Sushi Bar,$$,4.0,184
1954,Italian,Bugatti Restaurant,$$,4.0,118
1955,Hot Dogs,D-Dog House,$$,3.5,146
1956,Noodles,East Thai and Noodle House,$$,4.0,58
1957,Steakhouses,Los Ranchos Steakhouse,$$,3.0,175
1958,Steakhouses,Morton's The Steakhouse,$$$,3.5,123
1959,Butcher,Graziano's Mercado - Bird Rd,$$,4.0,49
1960,Chinese,Tony Chan's Water Club,$$,3.0,166
1961,Pizza,Caffe Italia,$$,4.0,137
1962,Gastropubs,Pisco Y Nazca,$$,4.0,650
1963,Pizza,Pieducks,$$,3.0,165
1964,Delis,Toasted Bagelry & Deli,$$,4.0,73
1965,Sushi Bars,Akashi Japanese Restaurant,$$,3.5,123
1966,Peruvian,Totoritas Restaurant,$$,4.0,68
1967,Modern European,The Lunchbox,$$,4.0,63
1968,Chinese,Jardines de Confucio,$$,4.0,49
1969,Vietnamese,Miss Saigon Bistro,$$,4.0,344
1970,Soul Food,MLK Restaurant,$,4.5,32
1971,Japanese,Akashi on Brickell - Hannya,$$,3.5,155
1972,Mediterranean,Pine Mediterranean Cuisine,$$,4.5,45
1973,Salad,OTL,$$,3.5,84
1974,Ramen,Lan Ramen-Ya,$$,4.5,51
1975,Italian,Villagio,$$,3.5,242
1976,Latin American,Cabanas Restaurant,$,4.0,58
1977,Italian,Carrabba's Italian Grill,$$,3.5,103
1978,Asian Fusion,Siam Dragon Asian Bistro,$$,3.5,92
1979,Italian,Primo's Italian Kitchen & Bar,$$,3.5,110
1980,Italian,Cipriani,$$$$,3.0,183
1981,Ramen,Ohho Noodles Market,$$,4.0,178
1982,Colombian,Los Arrieros,$$,4.0,58
1983,Steakhouses,BLT Prime,$$$,3.5,72
1984,Barbeque,Shorty's Bar-B-Q,$$,3.5,134
1985,Mediterranean,Rice Mediterranean Kitchen,$$,4.5,64
1986,Japanese,Sakura Gables Japanese Restaurant,$$,4.0,144
1987,American (New),Shula's 347 Grill,$$,4.0,229
1988,Cuban,Luis Galindo's Latin American 2,$,3.5,91
1989,Seafood,Rusty Pelican - Miami,$$$,3.5,1051
1990,Argentine,Grill Argentino,$$,3.5,72
1991,Coffee & Tea,Caffe Lingo,$,4.5,33
1992,Sushi Bars,Pubbelly Sushi,$$,3.5,70
1993,Indian,Ghee Indian Kitchen,$$,4.0,69
1994,Salad,Taco Rico Tex-Mex Cafe,$,3.5,262
1995,Salvadoran,El Atlakat Restaurant,$$,3.5,65
1996,Southern,Spring Chicken,$$,3.5,384
1997,Sandwiches,Gourmet Station,$$,4.0,44
1998,Food Trucks,Operation Eats,$$,4.5,18
1999,Pizza,California Pizza Kitchen at Miracle Mile,$$,3.5,205
2000,Ramen,Ohho Noodles Market,$$,4.0,178
2001,Sushi Bars,Akashi Japanese Restaurant,$$,3.5,123
2002,Peruvian,Totoritas Restaurant,$$,4.0,68
2003,Chinese,Jardines de Confucio,$$,4.0,49
2004,Soul Food,MLK Restaurant,$,4.5,32
2005,Mediterranean,Rice Mediterranean Kitchen,$$,4.5,64
2006,Japanese,Akashi on Brickell - Hannya,$$,3.5,155
2007,Mediterranean,Pine Mediterranean Cuisine,$$,4.5,45
2008,Japanese,Sakura Gables Japanese Restaurant,$$,4.0,144
2009,Italian,Primo's Italian Kitchen & Bar,$$,3.5,110
2010,American (New),Shula's 347 Grill,$$,4.0,229
2011,Latin American,Cabanas Restaurant,$,4.0,58
2012,Italian,Carrabba's Italian Grill,$$,3.5,103
2013,Asian Fusion,Siam Dragon Asian Bistro,$$,3.5,92
2014,Italian,Cipriani,$$$$,3.0,183
2015,Colombian,Los Arrieros,$$,4.0,58
2016,Salad,Taco Rico Tex-Mex Cafe,$,3.5,262
2017,Seafood,Rusty Pelican - Miami,$$$,3.5,1051
2018,Steakhouses,BLT Prime,$$$,3.5,72
2019,Barbeque,Shorty's Bar-B-Q,$$,3.5,134
2020,Southern,Spring Chicken,$$,3.5,384
2021,Indian,Ghee Indian Kitchen,$$,4.0,69
2022,Pizza,California Pizza Kitchen at Miracle Mile,$$,3.5,205
2023,Cuban,Luis Galindo's Latin American 2,$,3.5,91
2024,Argentine,Grill Argentino,$$,3.5,72
2025,Coffee & Tea,Caffe Lingo,$,4.5,33
2026,Sushi Bars,Pubbelly Sushi,$$,3.5,70
2027,Sandwiches,Gourmet Station,$$,4.0,44
2028,Vietnamese,Miss Saigon Bistro,$$,3.5,201
2029,Coffee & Tea,Limited Edition Caffé & Vino Buono,$$,4.5,33
2030,Italian,Divieto Ristorante,$$,4.0,413
2031,Salvadoran,El Atlakat Restaurant,$$,3.5,65
2032,Peruvian,Aromas Del Peru,$$,4.0,79
2033,Coffee & Tea,Threefold Cafe South Miami,$$,4.0,150
2034,Food Trucks,Operation Eats,$$,4.5,18
2035,Italian,Fontana Restaurant,$$$,3.5,116
2036,American (New),DIRT,$$,4.0,45
2037,Cafes,Mina Bistro,$,4.5,40
2038,Bakeries,Arahi's Bakery,$,4.0,40
2039,Seafood,Arson,$$,4.0,39
2040,Cuban,Las Palmas Cafeteria,$,3.5,57
2041,Steakhouses,Outback Steakhouse,$$,3.5,131
2042,Diners,Deli Lane Cafe,$$,3.5,284
2043,Italian,Olive Garden Italian Restaurant,$$,3.0,195
2044,Sushi Bars,OBBA Sushi & More,$$,3.5,146
2045,Cuban,El Palacio De Los Jugos,$,4.0,28
2046,Cuban,Malanga Cafe,$$,3.0,214
2047,Juice Bars & Smoothies,Purple Orchid,$$,4.5,38
2048,Peruvian,Cilantro 27 Gastro Truck,$$,4.5,32
2049,Sports Bars,Tom's NFL Club,$$,4.0,201
2050,Southern,Spring Chicken,$$,3.5,384
2051,Indian,Ghee Indian Kitchen,$$,4.0,69
2052,Pizza,California Pizza Kitchen at Miracle Mile,$$,3.5,205
2053,Cuban,Luis Galindo's Latin American 2,$,3.5,91
2054,Argentine,Grill Argentino,$$,3.5,72
2055,Coffee & Tea,Caffe Lingo,$,4.5,33
2056,Sushi Bars,Pubbelly Sushi,$$,3.5,70
2057,Sandwiches,Gourmet Station,$$,4.0,44
2058,Vietnamese,Miss Saigon Bistro,$$,3.5,201
2059,Coffee & Tea,Limited Edition Caffé & Vino Buono,$$,4.5,33
2060,Italian,Divieto Ristorante,$$,4.0,413
2061,Salvadoran,El Atlakat Restaurant,$$,3.5,65
2062,Peruvian,Aromas Del Peru,$$,4.0,79
2063,Coffee & Tea,Threefold Cafe South Miami,$$,4.0,150
2064,Food Trucks,Operation Eats,$$,4.5,18
2065,Italian,Fontana Restaurant,$$$,3.5,116
2066,American (New),DIRT,$$,4.0,45
2067,Cafes,Mina Bistro,$,4.5,40
2068,Bakeries,Arahi's Bakery,$,4.0,40
2069,Seafood,Arson,$$,4.0,39
2070,Cuban,Las Palmas Cafeteria,$,3.5,57
2071,Steakhouses,Outback Steakhouse,$$,3.5,131
2072,Diners,Deli Lane Cafe,$$,3.5,284
2073,Italian,Olive Garden Italian Restaurant,$$,3.0,195
2074,Sushi Bars,OBBA Sushi & More,$$,3.5,146
2075,Cuban,El Palacio De Los Jugos,$,4.0,28
2076,Cuban,Malanga Cafe,$$,3.0,214
2077,Juice Bars & Smoothies,Purple Orchid,$$,4.5,38
2078,Peruvian,Cilantro 27 Gastro Truck,$$,4.5,32
2079,Sports Bars,Tom's NFL Club,$$,4.0,201
2080,Seafood,Red Fish Grill,$$$,4.0,287
2081,Spanish,100 Montaditos,$,3.5,94
2082,Cuban,Habana Vieja Restaurant,$$,4.0,41
2083,Cuban,La Casita,$$,4.0,117
2084,Cafes,Epicerie Art Cafe,$$,4.0,45
2085,Spanish,Bulla Gastrobar,$$,4.0,331
2086,Colombian,OCIO Coral Gables,$$,4.5,49
2087,Barbeque,Famous Dave's - Doral,$$,4.0,301
2088,Mexican,Mi Rancho Mexican Grill,$$,4.0,43
2089,Peruvian,Limón y Sabor,$$,3.5,124
2090,Peruvian,Pekaditos Mi Viejo San Juan,$$,4.0,54
2091,Restaurants,Potatoes Plus,$,5.0,18
2092,Mediterranean,Marfil Bistro,$$,4.5,130
2093,Irish,The Clover Irish Pub,$$,3.5,96
2094,Italian,Basilico Ristorante,$$,4.0,127
2095,Southern,Smokey Boys BBQ,,5.0,16
2096,Cafes,Lil Greenhouse Grill,$$,4.5,38
2097,Latin American,Dona Paulina,$$,4.0,56
2098,Italian,La Loggia Ristorante & Lounge,$$,3.5,67
2099,Vegetarian,Veganaroma,$$,4.0,118
2100,Cuban,El Palacio De Los Jugos,$,4.0,28
2101,Vietnamese,Miss Saigon Bistro,$$,3.5,201
2102,Peruvian,Cilantro 27 Gastro Truck,$$,4.5,32
2103,Cuban,Habana Vieja Restaurant,$$,4.0,41
2104,Spanish,100 Montaditos,$,3.5,94
2105,Juice Bars & Smoothies,Purple Orchid,$$,4.5,38
2106,Coffee & Tea,Threefold Cafe South Miami,$$,4.0,150
2107,Italian,Fontana Restaurant,$$$,3.5,116
2108,Cuban,Malanga Cafe,$$,3.0,214
2109,Mexican,Mi Rancho Mexican Grill,$$,4.0,43
2110,Restaurants,Potatoes Plus,$,5.0,18
2111,Diners,Deli Lane Cafe,$$,3.5,284
2112,Cafes,Epicerie Art Cafe,$$,4.0,45
2113,Irish,The Clover Irish Pub,$$,3.5,96
2114,Sushi Bars,OBBA Sushi & More,$$,3.5,146
2115,Peruvian,Pekaditos Mi Viejo San Juan,$$,4.0,54
2116,Seafood,Red Fish Grill,$$$,4.0,287
2117,Sports Bars,Tom's NFL Club,$$,4.0,201
2118,Peruvian,Limón y Sabor,$$,3.5,124
2119,Spanish,Bulla Gastrobar,$$,4.0,331
2120,Cuban,La Casita,$$,4.0,117
2121,Southern,Smokey Boys BBQ,,5.0,16
2122,Colombian,OCIO Coral Gables,$$,4.5,49
2123,Barbeque,Famous Dave's - Doral,$$,4.0,301
2124,Cafes,Lil Greenhouse Grill,$$,4.5,38
2125,Latin American,Dona Paulina,$$,4.0,56
2126,Mediterranean,Marfil Bistro,$$,4.5,130
2127,Italian,La Loggia Ristorante & Lounge,$$,3.5,67
2128,Italian,Basilico Ristorante,$$,4.0,127
2129,Latin American,Don Camaron Seafood Grill,$$,3.5,107
2130,Venezuelan,Sandwi2go,$,4.5,35
2131,Sushi Bars,The Asian Kitchen,$$,3.5,78
2132,Latin American,Sabores Chilenos,$$,4.0,50
2133,Food Trucks,The Lone Wolfe - Food Truck,$,4.5,32
2134,Japanese,Yuzi Yakitori,$$,4.5,40
2135,Chinese,Changs Chinese Restaurant,$$,3.5,62
2136,Sushi Bars,Sushi Maki,$$,3.0,149
2137,American (Traditional),Charcoal Garden Bar & Grill,$$$,4.0,39
2138,Mexican,Miami River Cafe,$$,4.0,39
2139,Juice Bars & Smoothies,Salad Box,$,4.5,39
2140,Bakeries,Ricky Bakery,$,3.0,99
2141,Vegetarian,Veganaroma,$$,4.0,118
2142,Cocktail Bars,The Brick Restaurant,$$,4.0,237
2143,Bakeries,El Arte Bakery & Cafeteria,$,4.0,26
2144,Spanish,Los Gallegos Restaurant,$$,4.0,41
2145,Chinese,Chop Suey International Restaurant,$$,3.5,53
2146,Cheesesteaks,Philly Grub,$,4.0,54
2147,Sports Bars,Black Market Miami,$$,4.0,77
2148,Bars,La Mexicana Cantina & Grill,$$,3.0,124
2149,Bars,Mr Wright's Golddigger Saloon,,4.5,34
2150,Peruvian,Pekaditos Mi Viejo San Juan,$$,4.0,54
2151,Restaurants,Potatoes Plus,$,5.0,18
2152,Mediterranean,Marfil Bistro,$$,4.5,130
2153,Irish,The Clover Irish Pub,$$,3.5,96
2154,Italian,Basilico Ristorante,$$,4.0,127
2155,Southern,Smokey Boys BBQ,,5.0,16
2156,Cafes,Lil Greenhouse Grill,$$,4.5,38
2157,Latin American,Dona Paulina,$$,4.0,56
2158,Italian,La Loggia Ristorante & Lounge,$$,3.5,67
2159,Vegetarian,Veganaroma,$$,4.0,118
2160,Latin American,Don Camaron Seafood Grill,$$,3.5,107
2161,Venezuelan,Sandwi2go,$,4.5,35
2162,Food Trucks,The Lone Wolfe - Food Truck,$,4.5,32
2163,Sushi Bars,Sushi Maki,$$,3.0,149
2164,Cocktail Bars,The Brick Restaurant,$$,4.0,237
2165,Sushi Bars,The Asian Kitchen,$$,3.5,78
2166,American (Traditional),Charcoal Garden Bar & Grill,$$$,4.0,39
2167,Latin American,Sabores Chilenos,$$,4.0,50
2168,Japanese,Yuzi Yakitori,$$,4.5,40
2169,Chinese,Changs Chinese Restaurant,$$,3.5,62
2170,Juice Bars & Smoothies,Salad Box,$,4.5,39
2171,Mexican,Miami River Cafe,$$,4.0,39
2172,Tex-Mex,Taco Rico Tex-Mex Cafe,$,4.0,158
2173,Bakeries,Ricky Bakery,$,3.0,99
2174,Cheesesteaks,Philly Grub,$,4.0,54
2175,Italian,Palat Miami,$$$,5.0,21
2176,French,Georges South Miami,$$,3.5,382
2177,Bars,Mr Wright's Golddigger Saloon,,4.5,34
2178,Bakeries,El Arte Bakery & Cafeteria,$,4.0,26
2179,Spanish,Los Gallegos Restaurant,$$,4.0,41
2180,Bars,305 Brews,$$,4.0,69
2181,Chinese,Chop Suey International Restaurant,$$,3.5,53
2182,Sports Bars,Black Market Miami,$$,4.0,77
2183,Bars,La Mexicana Cantina & Grill,$$,3.0,124
2184,Cafes,ella,$$,3.5,62
2185,Italian,Brasserie Brickell Key,$$,4.0,35
2186,Cocktail Bars,SoCal Cantina,$$,4.0,49
2187,Fast Food,Chick-fil-A,$,4.5,146
2188,Cafes,Corner Bakery Cafe,$,3.0,166
2189,Seafood Markets,Heads or Tails Seafood,$$,4.0,38
2190,Mexican,El Taquito ll,$,3.5,81
2191,Latin American,Manolo And Rene Grill,$,3.5,65
2192,Sushi Bars,Moon O Sushi,$$,4.5,21
2193,Italian,Di Papa's Italian Restaurant,$$,3.5,106
2194,Mexican,Moe's Southwest Grill,$,3.5,79
2195,Cafes,Café Chantilly,$,4.5,22
2196,Tuscan,Brio Tuscan Grille,$$,3.5,110
2197,Burgers,BND Burger,$$,3.5,99
2198,Seafood,Disco Fish Restaurant & Grill,$$,4.0,57
2199,American (New),Mixto Food and Drink,$$,4.5,68
2200,Bakeries,Ricky Bakery,$,3.0,99
2201,Vegetarian,Veganaroma,$$,4.0,118
2202,Cocktail Bars,The Brick Restaurant,$$,4.0,237
2203,Bakeries,El Arte Bakery & Cafeteria,$,4.0,26
2204,Spanish,Los Gallegos Restaurant,$$,4.0,41
2205,Chinese,Chop Suey International Restaurant,$$,3.5,53
2206,Cheesesteaks,Philly Grub,$,4.0,54
2207,Sports Bars,Black Market Miami,$$,4.0,77
2208,Bars,La Mexicana Cantina & Grill,$$,3.0,124
2209,Bars,Mr Wright's Golddigger Saloon,,4.5,34
2210,Italian,Palat Miami,$$$,5.0,21
2211,Cocktail Bars,SoCal Cantina,$$,4.0,49
2212,Italian,Brasserie Brickell Key,$$,4.0,35
2213,Seafood Markets,Heads or Tails Seafood,$$,4.0,38
2214,Tex-Mex,Taco Rico Tex-Mex Cafe,$,4.0,158
2215,Bars,305 Brews,$$,4.0,69
2216,Mexican,El Taquito ll,$,3.5,81
2217,Sushi Bars,Moon O Sushi,$$,4.5,21
2218,Latin American,Manolo And Rene Grill,$,3.5,65
2219,Italian,Di Papa's Italian Restaurant,$$,3.5,106
2220,French,Georges South Miami,$$,3.5,382
2221,Cafes,ella,$$,3.5,62
2222,Mexican,Moe's Southwest Grill,$,3.5,79
2223,Tuscan,Brio Tuscan Grille,$$,3.5,110
2224,Cafes,Corner Bakery Cafe,$,3.0,166
2225,Fast Food,Chick-fil-A,$,4.5,146
2226,Burgers,BND Burger,$$,3.5,99
2227,Italian,Bellacapri By Anacapri,$$,4.0,28
2228,Pizza,Papa Piccolo Pizzeria,$$,3.5,73
2229,Chinese,3 Chef's,$$,3.0,141
2230,Donuts,Velvet Creme,$,4.0,51
2231,Cafes,Café Chantilly,$,4.5,22
2232,Juice Bars & Smoothies,Fritanga Y Raspaderia Nica,$,4.5,23
2233,Wine Bars,Beaudevin,$$,4.0,36
2234,Mexican,Salsa Fiesta,$,4.0,64
2235,Latin American,Paseo Catracho,$,4.5,22
2236,Burgers,Burgerim,$,4.5,38
2237,Cuban,Vicky Bakery,$,4.5,23
2238,American (Traditional),Dave & Buster's,$$,3.0,178
2239,Bars,Naked Lunch,$$,4.0,47
2240,Seafood,Disco Fish Restaurant & Grill,$$,4.0,57
2241,Spanish,Casa Paco,$$,3.5,59
2242,American (New),Mixto Food and Drink,$$,4.5,68
2243,Peruvian,Candela Gastrobar,$$,3.5,87
2244,Sushi Bars,Sushi Maki,$$,4.0,69
2245,Colombian,El Patio 305,$$,3.5,107
2246,Asian Fusion,Green Plate Asian Bistro,$$,4.0,347
2247,Salad,Bon Fromage,$$,3.5,100
2248,Japanese,Umami Asian Cuisine,$$,3.5,307
2249,Cuban,Sabor Latino Cubano Criollo,$$,4.5,20
2250,Mexican,El Taquito ll,$,3.5,81
2251,Latin American,Manolo And Rene Grill,$,3.5,65
2252,Sushi Bars,Moon O Sushi,$$,4.5,21
2253,Italian,Di Papa's Italian Restaurant,$$,3.5,106
2254,Mexican,Moe's Southwest Grill,$,3.5,79
2255,Cafes,Café Chantilly,$,4.5,22
2256,Tuscan,Brio Tuscan Grille,$$,3.5,110
2257,Burgers,BND Burger,$$,3.5,99
2258,Seafood,Disco Fish Restaurant & Grill,$$,4.0,57
2259,American (New),Mixto Food and Drink,$$,4.5,68
2260,Italian,Bellacapri By Anacapri,$$,4.0,28
2261,Pizza,Papa Piccolo Pizzeria,$$,3.5,73
2262,Chinese,3 Chef's,$$,3.0,141
2263,Donuts,Velvet Creme,$,4.0,51
2264,Asian Fusion,Green Plate Asian Bistro,$$,4.0,347
2265,Juice Bars & Smoothies,Fritanga Y Raspaderia Nica,$,4.5,23
2266,Wine Bars,Beaudevin,$$,4.0,36
2267,Japanese,Umami Asian Cuisine,$$,3.5,307
2268,Mexican,Salsa Fiesta,$,4.0,64
2269,Latin American,Paseo Catracho,$,4.5,22
2270,American (Traditional),Sports Grill - South Miami,$$,4.0,159
2271,Burgers,Burgerim,$,4.5,38
2272,Breakfast & Brunch,Blue Matisse,$$,4.5,74
2273,American (Traditional),Dave & Buster's,$$,3.0,178
2274,Cuban,Vicky Bakery,$,4.5,23
2275,Bars,Naked Lunch,$$,4.0,47
2276,Latin American,Bocas House Coral Gables,$$$,4.0,180
2277,Spanish,Casa Paco,$$,3.5,59
2278,Peruvian,Candela Gastrobar,$$,3.5,87
2279,Sushi Bars,Sushi Maki,$$,4.0,69
2280,Latin American,Amara at Paraiso,$$,4.0,63
2281,Colombian,El Patio 305,$$,3.5,107
2282,Portuguese,Old Lisbon Restaurants,$$,4.0,113
2283,Salad,Bon Fromage,$$,3.5,100
2284,Steakhouses,Christy's,$$$,3.5,147
2285,Indian,Bollywood Masala,$,4.0,161
2286,Cuban,Sabor Latino Cubano Criollo,$$,4.5,20
2287,American (New),Jimmy'z Kitchen Brickell,$$,4.0,47
2288,Japanese,Maido Japanese Restaurant,$$,4.5,214
2289,Cafes,Doral Cafe&Deli,$,5.0,17
2290,Food Trucks,Food Dude,$$,4.5,24
2291,Food Trucks,Twice Butter,$$,4.5,22
2292,Japanese,Sakura Japanese Restaurant,$$,4.0,62
2293,Sushi Bars,Sushi Maki,$$,3.0,206
2294,American (New),Hard Rock Cafe,$$,3.0,174
2295,Diners,S & S Diner,$$,4.0,41
2296,Chicken Wings,Hooters,$$,3.0,109
2297,Bars,Islander Bar & Grill,$$,2.5,224
2298,Japanese,Wabi Sabi By Shuji,$$,5.0,21
2299,Cafes,Mikey's,$,5.0,21
2300,Seafood,Disco Fish Restaurant & Grill,$$,4.0,57
2301,Spanish,Casa Paco,$$,3.5,59
2302,American (New),Mixto Food and Drink,$$,4.5,68
2303,Peruvian,Candela Gastrobar,$$,3.5,87
2304,Sushi Bars,Sushi Maki,$$,4.0,69
2305,Colombian,El Patio 305,$$,3.5,107
2306,Asian Fusion,Green Plate Asian Bistro,$$,4.0,347
2307,Salad,Bon Fromage,$$,3.5,100
2308,Japanese,Umami Asian Cuisine,$$,3.5,307
2309,Cuban,Sabor Latino Cubano Criollo,$$,4.5,20
2310,Latin American,Amara at Paraiso,$$,4.0,63
2311,American (New),Jimmy'z Kitchen Brickell,$$,4.0,47
2312,Cafes,Doral Cafe&Deli,$,5.0,17
2313,American (Traditional),Sports Grill - South Miami,$$,4.0,159
2314,Breakfast & Brunch,Blue Matisse,$$,4.5,74
2315,Food Trucks,Twice Butter,$$,4.5,22
2316,Latin American,Bocas House Coral Gables,$$$,4.0,180
2317,Food Trucks,Food Dude,$$,4.5,24
2318,Portuguese,Old Lisbon Restaurants,$$,4.0,113
2319,Japanese,Maido Japanese Restaurant,$$,4.5,214
2320,Steakhouses,Christy's,$$$,3.5,147
2321,Indian,Bollywood Masala,$,4.0,161
2322,Chicken Wings,Hooters,$$,3.0,109
2323,Bars,Islander Bar & Grill,$$,2.5,224
2324,American (New),Hard Rock Cafe,$$,3.0,174
2325,Cafes,Mikey's,$,5.0,21
2326,Japanese,Sakura Japanese Restaurant,$$,4.0,62
2327,Greek,Pega Grill,$$,4.0,58
2328,Diners,S & S Diner,$$,4.0,41
2329,Cafes,Le Pain Quotidien,$$,4.0,56
2330,Japanese,Wabi Sabi By Shuji,$$,5.0,21
2331,Bookstores,The Bookstore and Kitchen,$,4.0,25
2332,Sushi Bars,Sushi Maki,$$,3.0,206
2333,Latin American,Los Paisanos Restaurant,$$,4.5,21
2334,Coffee & Tea,El Gallito Coffee Shop,$,4.5,22
2335,Ice Cream & Frozen Yogurt,"Yogurama, Frozen Yogurt",$,4.0,48
2336,Coffee & Tea,Tostada Cafe,$,5.0,16
2337,"Beer, Wine & Spirits",Downstairs,$,4.5,37
2338,Latin American,Tropicana Food By The Pound,$,5.0,15
2339,Venezuelan,Mondu,$,4.0,42
2340,Pizza,Mulberry 1965,$$,4.0,38
2341,Venezuelan,Panna Doral,$,3.5,102
2342,Pizza,Jc's Pizzeria,$,4.0,40
2343,Indian,Raja's Indian Cuisine,$,3.0,113
2344,Barbeque,Dickey's Barbecue Pit,$$,3.5,67
2345,Italian,Di Napoli Italian Restaurant,$$,3.0,126
2346,Grocery,Manantial Market Place,$$,4.5,15
2347,Peruvian,Cevichino,$$,4.0,33
2348,Steakhouses,Don Davis Steakhouse,$$,3.0,84
2349,Japanese,Kampai Japanese Restaurant,$$,4.0,184
2350,Food Trucks,Food Dude,$$,4.5,24
2351,Food Trucks,Twice Butter,$$,4.5,22
2352,Japanese,Sakura Japanese Restaurant,$$,4.0,62
2353,Sushi Bars,Sushi Maki,$$,3.0,206
2354,American (New),Hard Rock Cafe,$$,3.0,174
2355,Diners,S & S Diner,$$,4.0,41
2356,Chicken Wings,Hooters,$$,3.0,109
2357,Bars,Islander Bar & Grill,$$,2.5,224
2358,Japanese,Wabi Sabi By Shuji,$$,5.0,21
2359,Cafes,Mikey's,$,5.0,21
2360,Greek,Pega Grill,$$,4.0,58
2361,"Beer, Wine & Spirits",Downstairs,$,4.5,37
2362,Cafes,Le Pain Quotidien,$$,4.0,56
2363,Bookstores,The Bookstore and Kitchen,$,4.0,25
2364,Poke,POKÉBAR,$$,4.0,89
2365,Japanese,Kampai Japanese Restaurant,$$,4.0,184
2366,Venezuelan,Panna Doral,$,3.5,102
2367,Latin American,Los Paisanos Restaurant,$$,4.5,21
2368,Coffee & Tea,El Gallito Coffee Shop,$,4.5,22
2369,Italian,Di Napoli Italian Restaurant,$$,3.0,126
2370,Ice Cream & Frozen Yogurt,"Yogurama, Frozen Yogurt",$,4.0,48
2371,Coffee & Tea,Tostada Cafe,$,5.0,16
2372,Pizza,Mulberry 1965,$$,4.0,38
2373,Korean,Bistro Bul Go Gi,$$,4.0,113
2374,Pizza,Anthony's Coal Fired Pizza,$$,4.0,226
2375,Japanese,Kokai Sushi & Lounge,$$,4.5,113
2376,Latin American,Tropicana Food By The Pound,$,5.0,15
2377,Pizza,Jc's Pizzeria,$,4.0,40
2378,Indian,Raja's Indian Cuisine,$,3.0,113
2379,Venezuelan,Mondu,$,4.0,42
2380,Lounges,Blue Martini Lounge,$$,3.0,177
2381,Barbeque,Dickey's Barbecue Pit,$$,3.5,67
