category,name,price,rating,review_count,url,zip
Spanish,Madrid Tapas Y Vinos,$$,4.0,157,https://www.yelp.com/biz/madrid-tapas-y-vinos-miami-4?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33126
Seafood,Ella's Oyster Bar,$$,4.5,119,https://www.yelp.com/biz/ellas-oyster-bar-miami-3?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33135
American (New),Ariete,$$$,4.0,223,https://www.yelp.com/biz/ariete-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33133
Mexican,Talavera Cocina Mexicana,$$,4.0,544,https://www.yelp.com/biz/talavera-cocina-mexicana-coral-gables?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33134
Gastropubs,Barley An American Brasserie,$$,4.0,165,https://www.yelp.com/biz/barley-an-american-brasserie-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33156
Thai,Asian Thai Kitchen,$$,4.0,149,https://www.yelp.com/biz/asian-thai-kitchen-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33133
American (Traditional),Hole In The Wall,$$,4.0,281,https://www.yelp.com/biz/hole-in-the-wall-miami-3?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33186
Italian,Caffe Vialetto,$$$,4.5,285,https://www.yelp.com/biz/caffe-vialetto-coral-gables-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33146
Bakeries,Dos Croquetas,$$,5.0,57,https://www.yelp.com/biz/dos-croquetas-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33122
Italian,Via Verdi Miami,$$,4.0,196,https://www.yelp.com/biz/via-verdi-miami-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33138
Chicken Wings,House of Wings,$$,4.5,131,https://www.yelp.com/biz/house-of-wings-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33136
Sandwiches,100 Montaditos,$,3.5,361,https://www.yelp.com/biz/100-montaditos-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33127
Pizza,Piola,$$,4.0,325,https://www.yelp.com/biz/piola-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33130
Salad,Giardino Gourmet Salads,$,4.0,193,https://www.yelp.com/biz/giardino-gourmet-salads-miami-7?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33176
Latin American,Latin Cafe 2000,$$,3.5,321,https://www.yelp.com/biz/latin-cafe-2000-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33126
Pizza,Harry's Pizzeria - Coconut Grove,$$,4.0,213,https://www.yelp.com/biz/harrys-pizzeria-coconut-grove-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33133
Burgers,Pincho Factory,$$,4.0,455,https://www.yelp.com/biz/pincho-factory-coral-gables?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33134
Sushi Bars,The Sushi Bar,$$,4.5,132,https://www.yelp.com/biz/the-sushi-bar-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33173
Seafood,GK Bistronomie,$$,4.0,251,https://www.yelp.com/biz/gk-bistronomie-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33127
Sandwiches,Enriqueta's Sandwich Shop,$,4.0,225,https://www.yelp.com/biz/enriquetas-sandwich-shop-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33137
Asian Fusion,Shokudo,$$,4.0,252,https://www.yelp.com/biz/shokudo-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33137
Greek,Gyroville,$,4.0,216,https://www.yelp.com/biz/gyroville-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33176
Hot Dogs,Dogma Grill,$,4.0,306,https://www.yelp.com/biz/dogma-grill-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33138
Sushi Bars,Aoki Teppanyaki,$$,3.5,313,https://www.yelp.com/biz/aoki-teppanyaki-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33156
Indian,Spice N Curry,$,4.5,105,https://www.yelp.com/biz/spice-n-curry-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33174
Diners,Jimmy's Eastside Diner,$,4.0,289,https://www.yelp.com/biz/jimmys-eastside-diner-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33138
American (New),Lulu,$$,4.0,696,https://www.yelp.com/biz/lulu-coconut-grove?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33133
Italian,Stanzione 87,$$,4.0,219,https://www.yelp.com/biz/stanzione-87-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33130
Bakeries,Breadman Miami,$,4.5,65,https://www.yelp.com/biz/breadman-miami-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33144
Vegan,Atlas Meat-Free Delicatessen,$,4.5,92,https://www.yelp.com/biz/atlas-meat-free-delicatessen-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33138
Argentine,Lo de Lea,$$,4.5,148,https://www.yelp.com/biz/lo-de-lea-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33138
Bars,Yard House,$$,3.5,838,https://www.yelp.com/biz/yard-house-coral-gables?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33146
Sushi Bars,Moshi Moshi,$$,4.0,331,https://www.yelp.com/biz/moshi-moshi-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33138
Haitian,Naomi's Garden Restaurant & Lounge,$,4.5,113,https://www.yelp.com/biz/naomis-garden-restaurant-and-lounge-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33150
Breakfast & Brunch,Killian Cafe & Grill,$$,4.0,232,https://www.yelp.com/biz/killian-cafe-and-grill-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33186
Cuban,Havana Harry's,$$,4.0,645,https://www.yelp.com/biz/havana-harrys-coral-gables?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33146
Caribbean,Ortanique on the Mile,$$$,4.0,321,https://www.yelp.com/biz/ortanique-on-the-mile-coral-gables?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33134
Latin American,Chayito's Fritanga,$,4.5,74,https://www.yelp.com/biz/chayitos-fritanga-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33144
Italian,Baccano,$$,4.0,169,https://www.yelp.com/biz/baccano-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33127
Dance Clubs,SHOTS Miami,$$,4.0,254,https://www.yelp.com/biz/shots-miami-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33127
Juice Bars & Smoothies,Green Gables Café,$$,4.5,221,https://www.yelp.com/biz/green-gables-caf%C3%A9-coral-gables?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33134
Wine Bars,La Fresa Francesa,$$,4.5,473,https://www.yelp.com/biz/la-fresa-francesa-hialeah?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33010
Thai,Cake's Thai Kitchen,$$,4.0,264,https://www.yelp.com/biz/cakes-thai-kitchen-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33138
Mexican,Lime Fresh Mexican Grill,$,4.0,242,https://www.yelp.com/biz/lime-fresh-mexican-grill-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33156
Seafood,Luke's Lobster Brickell City Centre,$$,4.0,143,https://www.yelp.com/biz/lukes-lobster-brickell-city-centre-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33130
American (New),LOBA,$$,4.0,227,https://www.yelp.com/biz/loba-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33137
Mexican,Coyo Taco,$$,4.0,228,https://www.yelp.com/biz/coyo-taco-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33130
Mexican,Zona Fresca,$,4.5,147,https://www.yelp.com/biz/zona-fresca-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33132
Coffee & Tea,Atlantis Cafe,$,5.0,69,https://www.yelp.com/biz/atlantis-cafe-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33128
Latin American,El Pollo Inka,$$,4.0,233,https://www.yelp.com/biz/el-pollo-inka-miami-3?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33166
Venezuelan,Doggi's Arepa Bar,$$,4.0,296,https://www.yelp.com/biz/doggis-arepa-bar-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33138
Mexican,Rosa Mexicano,$$,3.5,580,https://www.yelp.com/biz/rosa-mexicano-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33130
Thai,Tani Thai Restaurant,$$,4.0,155,https://www.yelp.com/biz/tani-thai-restaurant-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33156
Asian Fusion,1-800-Lucky,$$,4.0,315,https://www.yelp.com/biz/1-800-lucky-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33127
Italian,Cibo Wine Bar-Coral Gables,$$,4.0,533,https://www.yelp.com/biz/cibo-wine-bar-coral-gables-coral-gables-6?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33134
Latin American,El Bajareque Restaurant,$,4.0,145,https://www.yelp.com/biz/el-bajareque-restaurant-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33127
Italian,Secreto Restaurant,$$,4.0,165,https://www.yelp.com/biz/secreto-restaurant-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33176
Italian,u' Mast,$$,5.0,73,https://www.yelp.com/biz/u-mast-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33132
Italian,Strada In The Grove,$$,4.0,218,https://www.yelp.com/biz/strada-in-the-grove-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33133
Mexican,El Donkey Mexican Grill,$$,4.5,120,https://www.yelp.com/biz/el-donkey-mexican-grill-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33173
Pizza,Pieology Pizzeria,$,4.0,178,https://www.yelp.com/biz/pieology-pizzeria-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33174
American (New),R House Wynwood,$$,3.5,464,https://www.yelp.com/biz/r-house-wynwood-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33127
American (New),94th Aero Squadron,$$,3.5,294,https://www.yelp.com/biz/94th-aero-squadron-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33126
Sandwiches,Station 28,$,4.5,103,https://www.yelp.com/biz/station-28-miami-3?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33131
Japanese,Ono Poké Shop,$$,4.5,126,https://www.yelp.com/biz/ono-pok%C3%A9-shop-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33127
Seafood,Surf & Turf Catering,$$,5.0,60,https://www.yelp.com/biz/surf-and-turf-catering-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33131
Italian,MC Kitchen,$$$,4.0,280,https://www.yelp.com/biz/mc-kitchen-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33137
Hawaiian,Poke 305,$$,4.0,166,https://www.yelp.com/biz/poke-305-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33130
Cuban,Cuban Guys,$,4.0,268,https://www.yelp.com/biz/cuban-guys-miami-3?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33173
Southern,Shorty's BBQ,$$,3.5,348,https://www.yelp.com/biz/shortys-bbq-miami-3?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33156
Cuban,Sergio's Restaurant,$$,3.0,481,https://www.yelp.com/biz/sergios-restaurant-miami-58?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33145
Cuban,El Nuevo Siglo Supermarket,$,4.5,83,https://www.yelp.com/biz/el-nuevo-siglo-supermarket-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33135
Fast Food,3 Chefs And A Chicken,$,4.0,245,https://www.yelp.com/biz/3-chefs-and-a-chicken-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33155
Mediterranean,Boho,$$,4.0,115,https://www.yelp.com/biz/boho-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33133
Seafood,El Floridita Seafood Restaurant,$$,4.0,115,https://www.yelp.com/biz/el-floridita-seafood-restaurant-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33155
Japanese,Siam Rice Thai & Sushi Restaurant,$$,4.0,240,https://www.yelp.com/biz/siam-rice-thai-and-sushi-restaurant-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33138
Steakhouses,Rincon Argentino,$$,4.0,155,https://www.yelp.com/biz/rincon-argentino-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33145
French,Frenchie's,$$,4.5,166,https://www.yelp.com/biz/frenchies-coral-gables?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33134
Pizza,Anthony's Coal Fired Pizza,$$,4.0,237,https://www.yelp.com/biz/anthonys-coal-fired-pizza-miami-5?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33186
Diners,Wynwood Diner,$$,3.0,715,https://www.yelp.com/biz/wynwood-diner-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33127
Mexican,El Maguey Taquero Mucho,$$,4.0,139,https://www.yelp.com/biz/el-maguey-taquero-mucho-miami-4?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33165
Mexican,Don Burrito,$$,4.0,206,https://www.yelp.com/biz/don-burrito-miami-2?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33173
Japanese,Kraken Crudo,$$,4.5,76,https://www.yelp.com/biz/kraken-crudo-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33137
Persian/Iranian,Shiraz Bistro & Market,$$,4.5,86,https://www.yelp.com/biz/shiraz-bistro-and-market-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33156
American (New),Cafe Bistro,$$,4.5,92,https://www.yelp.com/biz/cafe-bistro-miami-4?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33156
American (New),TOA CAFE,$$,4.5,109,https://www.yelp.com/biz/toa-cafe-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33133
Peruvian,Divino Ceviche Peruvian Cuisine,$$,4.5,519,https://www.yelp.com/biz/divino-ceviche-peruvian-cuisine-doral-3?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33122
Farmers Market,Coconut Grove Saturday Organic Market,$$,4.0,133,https://www.yelp.com/biz/coconut-grove-saturday-organic-market-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33231
Middle Eastern,Maroosh Mediterranean Restaurant,$$,4.0,331,https://www.yelp.com/biz/maroosh-mediterranean-restaurant-coral-gables?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33134
Gastropubs,The Seven Dials,$$,4.5,180,https://www.yelp.com/biz/the-seven-dials-coral-gables?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33134
Italian,Spaghettino,$$,4.0,238,https://www.yelp.com/biz/spaghettino-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33131
Poke,PokeBao,$$,4.5,178,https://www.yelp.com/biz/pokebao-coral-gables-5?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33134
Italian,Il Forno Ristorante,$$,4.0,197,https://www.yelp.com/biz/il-forno-ristorante-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33172
Music Venues,The Wharf Miami,$$,3.5,245,https://www.yelp.com/biz/the-wharf-miami-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33130
Seafood,Bazaar Mar,$$$,4.0,128,https://www.yelp.com/biz/bazaar-mar-miami?adjust_creative=e1AJwhqcU3hPEpOOJGLaFQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e1AJwhqcU3hPEpOOJGLaFQ,33130
